ISSUED,OFFICERBADGE,LOCATIONDESC1,LOCATIONDESC2
2017-10-22 15:00:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:03:00,S16,4200 BERYL ROAD,"(35.79475499999999, -78.694357)"
2017-10-22 15:05:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:07:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:05:00,S16,4200 BERYL ROAD,"(35.79475499999999, -78.694357)"
2017-10-22 15:09:00,S16,4200 BERYL ROAD,"(35.79475499999999, -78.694357)"
2017-10-22 15:12:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:12:00,S16,4200 BERYL ROAD,"(35.79475499999999, -78.694357)"
2017-10-17 19:22:00,3458,4200 HILLSBOROUGH ST,"(35.7980369, -78.6965266)"
2017-10-17 19:32:00,3458,4200 HILLSBOROUGH ST,"(35.7980369, -78.6965266)"
2017-10-17 19:33:00,3180,4200 HILLSBOROUGH ST,"(35.7980369, -78.6965266)"
2017-10-06 13:21:00,FA27,200 W MARTIN ST 181,"(35.7770267, -78.64219419999999)"
2017-10-10 22:31:00,FA36,300 GLENWOOD AVE,"(35.784294, -78.647143)"
2017-10-12 09:18:00,FA41,100 E DAVIE ST 318,"(35.7754699, -78.63799139999999)"
2017-10-12 09:19:00,FA26,600 PRICE ST,"(35.7792625, -78.6714847)"
2017-10-12 09:19:00,FA40,0 W DAVIE ST 216,"(0.0, 0.0)"
2017-10-12 09:23:00,FA22,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-10-12 09:26:00,FA41,400 S BLOUNT ST 208,"(35.7753518, -78.6366833)"
2017-10-12 09:29:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-12 09:36:00,FA40,0 W MARTIN ST 503,"(35.7771591, -78.6473474)"
2017-10-12 09:38:00,FA43,100 OBERLIN RD 801,"(35.7857264, -78.66132410000002)"
2017-10-24 12:29:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-10-24 12:29:00,FA40,200 S BLOUNT ST 181,"(35.7780305, -78.63690369999999)"
2017-10-24 12:31:00,FA39,600-618 JONES,"(35.78305599999999, -78.6482078)"
2017-10-24 12:31:00,FA43,300 WEST MORGAN ST,"(35.7797459, -78.643395)"
2017-10-24 11:18:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-10-24 11:21:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-10-24 11:23:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-24 11:25:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-10-24 11:27:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-10-24 11:28:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-24 11:30:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-10-24 11:31:00,FA43,300 WEST HARGETT ST,"(35.7788282, -78.6436624)"
2017-10-24 11:34:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-24 11:35:00,FA41,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-10-24 11:38:00,FA41,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-10-12 22:49:00,FA36,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-10-12 22:57:00,FA36,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-10-12 23:46:00,FA36,0 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-10-10 10:25:00,FA42,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-10 10:26:00,FA27,400 BROOKS AVE,"(35.793124, -78.672978)"
2017-10-10 10:26:00,FA40,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-10-10 10:26:00,FA43,400 BROOKS AVE,"(35.793124, -78.672978)"
2017-10-15 17:02:00,3425,600 HUTTON STREET,"(35.7922374, -78.7021661)"
2017-10-16 12:03:00,FA43,900 HALIFAX ST,"(35.7903443, -78.6380973)"
2017-10-16 12:04:00,FA22,900 HALIFAX ST,"(35.7903443, -78.6380973)"
2017-10-17 08:53:00,FA22,100 POLK ST 361,"(35.7860561, -78.6377972)"
2017-10-17 08:54:00,FA43,600 PRICE ST,"(35.7792625, -78.6714847)"
2017-10-17 09:00:00,FA22,100 POLK ST,"(35.7860561, -78.6377972)"
2017-10-24 09:03:00,FA41,00 MAIDEN LN,"(35.7869232, -78.6628971)"
2017-10-24 07:37:00,FA26,600 SOUTH GLENWOOD A,"(35.787477, -78.646833)"
2017-10-24 07:40:00,FA26,600 SOUTH GLENWOOD A,"(35.787477, -78.646833)"
2017-10-04 19:32:00,S16,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-10-20 20:04:00,FA36,600 TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-20 20:04:00,FA27,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-20 21:18:00,FA36,600 TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-20 21:18:00,FA27,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-20 21:20:00,FA36,600 TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-20 21:30:00,FA36,600 WEST NORTH ST,"(35.7849055, -78.6473714)"
2017-10-20 21:32:00,FA27,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-10-09 08:54:00,FA36,100 EAST SOUTH ST,"(35.7721384, -78.6385116)"
2017-10-06 13:30:00,FA27,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-10-06 13:31:00,FA26,400 SOUTH PERSON ST,"(35.7754594, -78.6350847)"
2017-10-06 13:36:00,FA27,200 S MCDOWELL ST 23,"(35.777722, -78.642673)"
2017-10-06 13:42:00,FA27,100 W HARGETT ST 137,"(35.778306, -78.6401829)"
2017-10-12 09:46:00,FA40,0 E HARGETT ST 163,"(35.7783829, -78.6367762)"
2017-10-12 09:53:00,FA40,0 W HARGETT ST 152,"(35.77906460000001, -78.6415493)"
2017-10-12 10:02:00,FA40,100 SOUTH SALISBURY,"(35.7796228, -78.6401087)"
2017-10-12 10:08:00,FA41,100 E MORGAN ST 122,"(35.7788918, -78.6192165)"
2017-10-12 10:09:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-12 10:10:00,FA43,300 CHAMBERLAIN ST,"(35.7897279, -78.6650669)"
2017-10-12 10:15:00,FA26,400 CHAMBERLAIN ST,"(35.7906371, -78.6650044)"
2017-10-24 10:23:00,FA43,200 W HARGETT ST 121,"(35.77834989999999, -78.641823)"
2017-10-24 10:24:00,FA22,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-10-24 10:24:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-10-24 12:21:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-10-24 12:41:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-24 12:47:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-24 12:48:00,FA39,300 GLENWOOD AVE 121,"(35.784294, -78.647143)"
2017-10-24 12:52:00,FA39,300 GLENWOOD AVE 193,"(35.784294, -78.647143)"
2017-10-24 12:53:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-10 10:32:00,FA40,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-10-10 10:32:00,FA41,200 S PERSON ST 243,"(35.7781217, -78.634935)"
2017-10-10 10:34:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-10-10 15:19:00,FA22,100 W EDENTON ST 232,"(35.7812395, -78.6400441)"
2017-10-10 15:20:00,FA40,100-120 HARGETT 147,"(35.7786339, -78.6410262)"
2017-10-10 15:21:00,FA36,300 W MARTIN ST 157,"(35.7770679, -78.64353229999999)"
2017-10-16 14:33:00,FA22,CITY CENTER DECK,"(35.774582, -78.637845)"
2017-10-16 14:40:00,FA22,CITY CENTER DECK,"(35.774582, -78.637845)"
2017-10-16 14:47:00,FA22,CITY CENTER DECK,"(35.774582, -78.637845)"
2017-10-16 14:51:00,FA22,CITY CENTER DECK,"(35.774582, -78.637845)"
2017-10-16 14:59:00,FA22,CITY CENTER DECK,"(35.774582, -78.637845)"
